,Компания,Категория,Название товара,Цена,Скидочная Цена,Объем,Единицы Измерения
1164,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои сурьмянистые, ПОССу-18-2",2019.0,1777.0,0.5,кг
1165,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои сурьмянистые, ПОССу-8-3",867.0,720.0,0.5,кг
1166,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои сурьмянистые, ПОССу-8-3",872.0,698.0,0.5,кг
1167,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои сурьмянистые, ПОССу-8-3",883.0,804.0,0.5,кг
1168,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои сурьмянистые, ПОССу-8-3",906.0,834.0,0.5,кг
1169,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои сурьмянистые, ПОССу-8-3",923.0,868.0,0.5,кг
1170,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои сурьмянистые, ПОССу-8-3",1037.0,985.0,0.5,кг
1171,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои сурьмянистые, ПОССу-8-3",1105.0,1017.0,0.5,кг
1172,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои сурьмянистые, ПОССу-8-3",1217.0,1047.0,0.5,кг
1173,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои сурьмянистые, ПОССу-8-3",956.0,822.0,0.5,кг
1174,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои сурьмянистые, ПОССу-8-3",1060.0,933.0,0.5,кг
1175,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои сурьмянистые, ПОССу-8-3",1149.0,988.0,0.5,кг
1176,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои сурьмянистые, ПОССу-8-3",1284.0,1027.0,0.5,кг
1177,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои сурьмянистые, ПОССу-8-3",1508.0,1433.0,0.5,кг
1178,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои бессурьмянистые, ПОС-61М",3959.0,3326.0,0.5,кг
1179,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои бессурьмянистые, ПОС-61М",3965.0,3648.0,0.5,кг
1180,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои бессурьмянистые, ПОС-61М",3976.0,3181.0,0.5,кг
1181,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои бессурьмянистые, ПОС-61М",3998.0,3198.0,0.5,кг
1182,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои бессурьмянистые, ПОС-61М",4015.0,3533.0,0.5,кг
1183,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои бессурьмянистые, ПОС-61М",4130.0,3345.0,0.5,кг
1184,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои бессурьмянистые, ПОС-61М",4197.0,3861.0,0.5,кг
1185,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои бессурьмянистые, ПОС-61М",4309.0,3706.0,0.5,кг
1186,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои бессурьмянистые, ПОС-61М",4049.0,3725.0,0.5,кг
1187,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои бессурьмянистые, ПОС-61М",4152.0,3446.0,0.5,кг
1188,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои бессурьмянистые, ПОС-61М",4242.0,3648.0,0.5,кг
1189,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои бессурьмянистые, ПОС-61М",4376.0,3545.0,0.5,кг
1190,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои бессурьмянистые, ПОС-61М",4600.0,4232.0,0.5,кг
1191,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои бессурьмянистые, ПОС-10",846.0,728.0,0.5,кг
1192,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои бессурьмянистые, ПОС-10",852.0,690.0,0.5,кг
1193,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои бессурьмянистые, ПОС-10",863.0,768.0,0.5,кг
1194,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои бессурьмянистые, ПОС-10",885.0,770.0,0.5,кг
1195,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои бессурьмянистые, ПОС-10",902.0,722.0,0.5,кг
1196,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои бессурьмянистые, ПОС-10",1017.0,956.0,0.5,кг
1197,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои бессурьмянистые, ПОС-10",1084.0,1019.0,0.5,кг
1198,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои бессурьмянистые, ПОС-10",854.0,743.0,0.5,кг
1199,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои бессурьмянистые, ПОС-10",936.0,833.0,0.5,кг
1200,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои бессурьмянистые, ПОС-10",1039.0,987.0,0.5,кг
1201,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои бессурьмянистые, ПОС-10",1129.0,1073.0,0.5,кг
1202,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои бессурьмянистые, ПОС-10",1263.0,1111.0,0.5,кг
1203,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои бессурьмянистые, ПОС-10",1487.0,1338.0,0.5,кг
1204,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои бессурьмянистые, ПОС-30",1882.0,1694.0,0.5,кг
1205,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои бессурьмянистые, ПОС-30",1888.0,1775.0,0.5,кг
1206,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои бессурьмянистые, ПОС-30",1899.0,1557.0,0.5,кг
1207,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои бессурьмянистые, ПОС-30",1921.0,1594.0,0.5,кг
1208,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои бессурьмянистые, ПОС-30",1938.0,1570.0,0.5,кг
1209,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои бессурьмянистые, ПОС-30",2053.0,1683.0,0.5,кг
1210,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои бессурьмянистые, ПОС-30",2120.0,1717.0,0.5,кг
1211,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои бессурьмянистые, ПОС-30",2232.0,1920.0,0.5,кг
1212,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои бессурьмянистые, ПОС-30",1972.0,1656.0,0.5,кг
1214,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои бессурьмянистые, ПОС-30",2165.0,1970.0,0.5,кг
1215,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои бессурьмянистые, ПОС-30",2299.0,2000.0,0.5,кг
1216,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои бессурьмянистые, ПОС-30",2523.0,2321.0,0.5,кг
1217,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои бессурьмянистые, ПОС-63",3966.0,3569.0,0.5,кг
1218,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои бессурьмянистые, ПОС-63",3918.0,3409.0,0.5,кг
1219,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои бессурьмянистые, ПОС-63",3983.0,3744.0,0.5,кг
1220,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои бессурьмянистые, ПОС-63",4005.0,3725.0,0.5,кг
1221,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои бессурьмянистые, ПОС-63",4022.0,3740.0,0.5,кг
1222,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои бессурьмянистые, ПОС-63",4137.0,3558.0,0.5,кг
1223,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои бессурьмянистые, ПОС-63",4204.0,3363.0,0.5,кг
1224,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои бессурьмянистые, ПОС-63",4316.0,3841.0,0.5,кг
1225,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои бессурьмянистые, ПОС-63",4056.0,3245.0,0.5,кг
1226,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои бессурьмянистые, ПОС-63",4159.0,3909.0,0.5,кг
1227,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои бессурьмянистые, ПОС-63",4249.0,3569.0,0.5,кг
1228,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои бессурьмянистые, ПОС-63",4383.0,4164.0,0.5,кг
1229,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои бессурьмянистые, ПОС-63",4607.0,4008.0,0.5,кг
1230,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои бессурьмянистые, ПОС-61",3794.0,3073.0,0.5,кг
1231,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои бессурьмянистые, ПОС-61",3800.0,3268.0,0.5,кг
1232,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои бессурьмянистые, ПОС-61",3811.0,3239.0,0.5,кг
1233,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои бессурьмянистые, ПОС-61",3833.0,3181.0,0.5,кг
